,Token,Distance,Model,Color,Price,Motor,Body,Structure,Insurance
1157,AZO-LLKX,۲۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۸۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,ضربه‌خورده,۱۰ ماه
1158,AZO-Mfn-,۹٬۰۰۰,۱۳۹۹,سفید,۴۶۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1159,AZO-NWvN,۱۸۰٬۰۰۰,۱۳۹۷,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1160,AZO-b-05,۶۸٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
1161,AZO-bkyU,۱۲۰٬۰۰۰,۱۳۹۸,سفید,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
1162,AZO-cmgb,۱۶٬۰۰۰,۱۴۰۰,سفید,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1163,AZO-kjeY,۳۱۴٬۰۰۰,۱۳۸۳,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۱۰ ماه
1164,AZO-qKbU,۳۵۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۰۲٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
1165,AZO-vbU5,۱٬۰۰۰,۱۴۰۱,خاکستری,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1166,AZO2DCN6,۳۱۸٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1167,AZO2JBU4,۱۴۹٬۰۰۰,۱۳۸۹,سفید,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1168,AZO2KzcL,۱۶۵٬۰۰۰,۱۳۹۵,خاکستری,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۳ ماه
1169,AZO2LmHp,۱۳۰٬۰۰۰,۱۳۹۷,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1170,AZO2rMcw,۲۱۰٬۰۰۰,۱۳۸۷,قرمز,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
1171,AZO2sD_7,۱٬۰۰۰,۱۳۹۸,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1172,AZO6aJQh,۱۶٬۰۰۰,۱۴۰۱,نوک‌مدادی,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1173,AZO6e5Z0,۲۸۴٬۶۱۸,۱۳۸۳,بژ,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۱ ماه
1174,AZO6hPoS,۴۷۰٬۰۰۰,۱۳۸۲,یشمی,۱۲۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۹ ماه
1175,AZOCJR22,۹۰٬۰۰۰,۱۳۹۷,خاکستری,۳۷۱٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
1176,AZOCKErl,۶۰٬۰۰۰,۱۳۹۹,قرمز,۴۰۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1177,AZOCSBfF,۲۷۰٬۰۰۰,۱۳۸۷,سفید,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1178,AZOCgiQP,۳۷۰٬۰۰۰,۱۳۸۵,خاکستری,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1179,AZOCrGVn,۳۰۰٬۰۰۰,۱۳۸۵,مشکی,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
1180,AZOCsJDZ,۲۱۰٬۰۰۰,۱۳۸۷,قرمز,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
1181,AZOGBhSy,۱۲۰٬۰۰۰,۱۳۹۷,سفید,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1182,AZOGPeAa,۳۳۰٬۰۰۰,۱۳۸۴,خاکستری,۲۰۸٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۵ ماه
1183,AZOGxlFM,۴۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۱۱٬۱۱۱٬۱۱۱ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1184,AZOK-SDq,۲۸۰٬۰۰۰,۱۳۸۳,یشمی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
1185,AZOK2NYx,۲۹۰٬۰۰۰,۱۳۸۹,سفید,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1186,AZOK80ME,۹۰٬۰۰۰,۱۳۹۱,بادمجانی,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
1187,AZOK9udL,۲۲۵٬۰۰۰,۱۳۸۹,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1188,AZOKLTjE,۱۱۴٬۰۰۰,۱۳۸۹,نقره‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
1189,AZOKLXrh,۵۰٬۰۰۰,۱۳۹۹,خاکستری,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1190,AZOKSTyN,۲۰۷٬۰۰۰,۱۳۹۰,مشکی,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
1191,AZOKhmsX,۱۴۰٬۰۰۰,۱۳۹۷,سفید,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1192,AZOKxo7C,۲۹۰٬۰۰۰,۱۳۸۱,سفید,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1193,AZOO6g4R,۱۳۰٬۰۰۰,۱۳۸۵,نقره‌ای,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,ضربه‌خورده,۱۲ ماه
1194,AZOOcDKa,۳۵۵٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1195,AZOOd-jx,۲۶۰٬۰۰۰,۱۳۸۳,نوک‌مدادی,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1196,AZOS7-8d,۲۸۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1197,AZOSKnMp,۴۸٬۰۰۰,۱۴۰۰,قرمز,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
1198,AZOSLo3P,۰,۱۴۰۱,سفید,۵۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1199,AZOSdwza,۳۷٬۰۰۰,۱۴۰۰,سفید,۴۵۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1200,AZOSijJn,۸۰٬۰۰۰,۱۳۹۸,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1201,AZOSucIE,۳۰۰٬۰۰۰,۱۳۸۴,خاکستری,۲۱۵٬۰۰۰٬۰۰۰ تومان,نیاز به تعمیر,دوررنگ,سالم و پلمپ,۱۰ ماه
1202,AZOW4Jnp,۳۰٬۰۰۰,۱۳۹۹,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1203,AZOWpIVp,۳۹۰٬۰۰۰,۱۳۸۲,یشمی,۱۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1204,AZOWstP4,۲۰۰٬۰۰۰,۱۳۸۷,سفید,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
1205,AZOa55wr,۳۵۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
1206,AZOa7Qi8,۳۵۰٬۰۰۰,۱۳۸۵,خاکستری,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
1207,AZOaNuz1,۵۵٬۰۰۰,۱۳۹۹,سفید,۴۲۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1208,AZOaOmuZ,۲۲۰٬۰۰۰,۱۳۹۰,خاکستری,۳۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1209,AZOaamyh,۵۰۰٬۰۰۰,۱۳۸۱,یشمی,۱۷۷٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
1210,AZOad4NE,۲۷۰٬۰۰۰,۱۳۸۳,بژ,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
1211,AZOas1FQ,۲۵۰٬۰۰۰,۱۳۸۳,خاکستری,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1212,AZOaxGJe,۸۰٬۰۰۰,۱۳۹۵,سفید صدفی,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1213,AZOayw3o,۱۲۶٬۰۰۰,۱۳۹۶,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1214,AZOeZp_g,۴۹٬۰۰۰,۱۴۰۰,سفید,۴۸۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1215,AZOeeLdH,۳۹۰٬۰۰۰,۱۳۸۳,مشکی,۱۷۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۳ ماه
1216,AZOegeJ2,۲۱۵٬۰۰۰,۱۳۸۱,یشمی,۱۶۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,
1217,AZOexprN,۲۴۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۴۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,ضربه‌خورده,۱۰ ماه
1218,AZOiMs41,۷۵٬۰۰۰,۱۳۹۷,سفید,۳۷۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1219,AZOiN_Vf,۴۵٬۰۰۰,۱۳۹۹,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1220,AZOiY8Ux,۲۷۰٬۰۰۰,۱۳۸۸,نقره‌ای,۲۵۶٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1221,AZOiqasA,۳۴۵٬۰۰۰,۱۳۸۴,نقره‌ای,۱۹۲٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
1222,AZOircA0,۴۰۰٬۰۰۰,۱۳۸۱,سفید,۱۷۵٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۱۱ ماه
1223,AZOm86UF,۱۷٬۰۰۰,۱۴۰۱,سفید,۴۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
1224,AZOmRNki,۱۱٬۱۲۵,۱۳۸۰,مشکی,۱۵۵٬۰۰۰٬۰۰۰ تومان,تعویض شده,دوررنگ,سالم و پلمپ,۷ ماه
1225,AZOmaw_D,۱۱۰٬۰۰۰,۱۳۸۴,نقره‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1226,AZOmgyvs,۳۰۰٬۰۰۰,۱۳۸۹,سفید,۲۷۷٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1227,AZOmqBwN,۶٬۵۰۰,۱۴۰۱,سفید,۴۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
1228,AZOmvfKE,۶۸٬۰۰۰,۱۳۹۸,سفید,۴۴۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
1229,AZOq9-dK,۴۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۷۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
1230,AZOqMThK,۴۵٬۰۰۰,۱۳۹۹,سفید,۴۵۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1231,AZOqbE73,۱۱۴٬۰۰۰,۱۳۹۷,سفید,۳۸۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1232,AZOqcnvO,۳۴۰٬۰۰۰,۱۳۸۴,خاکستری,۲۴۸٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1233,AZOu6BSj,۱۹۳٬۰۰۰,۱۳۸۸,نوک‌مدادی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
1234,AZOu7Kuu,۱۲۸٬۰۰۰,۱۳۹۴,خاکستری,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1235,AZOu7teg,۱۹۰٬۰۰۰,۱۳۹۴,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
1236,AZOu8FYo,۲۰۶٬۰۰۰,۱۳۸۸,سفید,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۹ ماه
1237,AZOuK_oD,۳۰۰٬۰۰۰,۱۳۸۶,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
1238,AZOuLYlg,۲۱۷٬۰۰۰,۱۳۹۰,خاکستری,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
1239,AZOuPlKB,۳۷۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۱٬۱۱۱٬۱۱۱ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1240,AZOubilp,۸۸٬۰۰۰,۱۳۹۶,سفید,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1241,AZOus8Rl,۸۴٬۰۰۰,۱۳۹۸,سفید,۳۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,ضربه‌خورده,۷ ماه
1242,AZOy-yab,۹۲٬۰۰۰,۱۳۹۶,خاکستری,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
1243,AZOy6AbS,۹۰٬۰۰۰,۱۳۹۷,خاکستری,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1244,AZOyLHCK,۲۸۰٬۰۰۰,۱۳۸۲,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
1245,AZOyMiR1,۱۹۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۲۹٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,
1246,AZOyPfsu,۳۰۸٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1247,AZOyRQmm,۳۰۰٬۰۰۰,۱۳۸۲,نقره‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۱ ماه
1248,AZP-FxHh,۳۳۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1249,AZP-O4Zj,۴۵٬۰۰۰,۱۳۹۸,سفید,۴۲۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1250,AZP-dJD6,۲۳۵٬۰۰۰,۱۳۸۸,خاکستری,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1251,AZP-eD5m,۳۱۵٬۰۰۰,۱۳۸۲,سبز,۱۱٬۱۱۱٬۱۱۱ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1252,AZP-nYSA,۳۹۰٬۰۰۰,۱۳۸۱,نارنجی,۱۸۹٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
1253,AZP2AQNN,۲۰۰٬۰۰۰,۱۳۹۱,سفید,۳۰۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
1254,AZP2_MwT,۷۹,۱۳۹۹,خاکستری,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1255,AZP60nhk,۷۴٬۰۰۰,۱۳۹۸,سفید,۳۷۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1256,AZP6_o9z,۳۰۰٬۰۰۰,۱۳۸۹,خاکستری,۲۷۸٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1257,AZP6gkvn,۲۹۰٬۰۰۰,۱۳۸۳,نوک‌مدادی,۲۱۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
1258,AZPC98B4,۴۷٬۰۰۰,۱۴۰۰,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,,سالم و بی‌خط و خش,سالم و پلمپ,
1259,AZPCAYei,۲۰٬۰۰۰,۱۳۹۹,سرمه‌ای,۴۴۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
1260,AZPCBEep,۸۶٬۰۰۰,۱۳۹۶,سفید,۳۸۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1261,AZPCSs-k,۲۵۰٬۰۰۰,۱۳۹۰,خاکستری,۲۳۳٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
1262,AZPCTTwW,۲۷۵٬۰۰۰,۱۳۸۴,خاکستری,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1263,AZPCg-LL,۲۱٬۰۰۰,۱۳۹۸,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1264,AZPCi3cl,۲۴۰٬۰۰۰,۱۳۸۶,خاکستری,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱ ماه
1265,AZPG1xN8,۴۷٬۰۰۰,۱۳۹۷,سفید,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
1266,AZPGA5jy,۲۲۴٬۰۰۰,۱۳۸۸,سفید,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,,۳ ماه
1267,AZPGCd2O,۱۵۰٬۰۰۰,۱۳۹۰,سفید,۲۹۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
1268,AZPGDoFM,۷۸٬۰۰۰,۱۳۹۸,خاکستری,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
1269,AZPGJNv1,۱۱۱٬۰۰۰,۱۳۹۹,سفید,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1270,AZPGRsJS,۱۳٬۹۰۰,۱۴۰۱,سفید,۵۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1271,AZPGRxIL,۳۸۰٬۰۰۰,۱۳۸۵,خاکستری,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1272,AZPGUrCO,۴۰٬۰۰۰,۱۴۰۰,سفید,۴۵۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1273,AZPGgxG7,۲۴٬۰۰۰,۱۳۹۹,خاکستری,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1274,AZPGz0Ho,۱۶۱٬۰۰۰,۱۳۹۰,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,تصادفی,,۶ ماه
1275,AZPGzNUG,۱۲۰٬۰۰۰,۱۳۹۷,سفید,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
1276,AZPKRXZv,۴۷٬۰۰۰,۱۳۹۸,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۴ ماه
1277,AZPKgfWL,۲۳٬۰۰۰,۱۴۰۱,سفید,۴۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1278,AZPKzTMi,۴۰٬۰۰۰,۱۳۸۴,قرمز,۲۲۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,ضربه‌خورده,۳ ماه
1279,AZPO2dTB,۲۹۰٬۰۰۰,۱۳۹۰,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۷ ماه
1280,AZPOAFdM,۲۴۰٬۰۰۰,۱۳۹۰,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1281,AZPODslf,۱۶۶٬۰۰۰,۱۳۸۸,سفید,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
1282,AZPORmdJ,۶۵٬۰۰۰,۱۳۹۷,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1283,AZPOxcCw,۲۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,,دوررنگ,سالم و پلمپ,
1284,AZPOxudY,۲۶٬۰۰۰,۱۳۹۷,سفید,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۵ ماه
1285,AZPOzCgN,۳۰۰٬۰۰۰,۱۳۸۲,یشمی,۱۵۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۹ ماه
1286,AZPS-g0q,۱۵٬۰۰۰,۱۳۹۹,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1287,AZPSA3ru,۴۰٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1288,AZPShTXu,۳۸٬۰۰۰,۱۴۰۰,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1289,AZPSh_yl,۱۱۴٬۰۰۰,۱۳۹۷,سفید,۳۵۹٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1290,AZPSi2h8,۱۸۰٬۰۰۰,۱۳۹۵,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1291,AZPWQ8LW,۳۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۸ ماه
1292,AZPWfDWE,۱۵۵٬۰۰۰,۱۳۸۷,مسی,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1293,AZPWzh6L,۴۲۰٬۰۰۰,۱۳۸۲,یشمی,۱۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
1294,AZPaEX1q,۱۷٬۰۰۰,۱۴۰۱,سفید,۵۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1295,AZPaF-Um,۲۸۰٬۰۰۰,۱۳۸۵,نوک‌مدادی,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۲ ماه
